"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"1560","2016-12-08","UK housing, hiring stay resilient despite Brexit vote - surveys","British house prices hit a seven-month high in November and companies hired more workers, surveys showed on Thursday, suggesting the economy remained resilient five months after Britain's vote to leave the European Union.","uk, housing, hiring, stay, resilient, despite, brexit, vote, surveys","british, house, prices, hit, seven, month, high, november, companies, hired, workers, surveys, showed, thursday, suggesting, economy, remained, resilient, five, months, britain, s, vote, leave, european, union"
"1561","2016-12-07","Industrial output sinks as weak sterling no boon for factories","Falls in sterling since the Brexit vote failed to boost Britain's manufacturers in October as industrial output, also hit by a shutdown at the country's largest oilfield, suffered its biggest monthly drop since 2012.","industrial, output, sinks, weak, sterling, boon, factories","falls, sterling, since, brexit, vote, failed, boost, britain, s, manufacturers, october, industrial, output, also, hit, shutdown, country, s, largest, oilfield, suffered, biggest, monthly, drop, since"
"1562","2016-12-07","UK narrows current account deficit after major data error","Britain appears to have relied slightly less on the ""kindness of strangers"" before the Brexit vote, after its statistics agency uncovered major errors in trade data that meant the current account deficit was narrower than first calculated.","uk, narrows, current, account, deficit, major, data, error","britain, appears, relied, slightly, less, kindness, strangers, brexit, vote, statistics, agency, uncovered, major, errors, trade, data, meant, current, account, deficit, narrower, first, calculated"
"1564","2016-12-07","For London's food and wine businesses, Brexit has a bitter taste","Importing fine foods from Spain has been a good trade for London firm Brindisa, but like many food and wine businesses that rely on the free movement of goods and workers within the European Union, it has been badly hit by Britain's vote to leave.","london, s, food, wine, businesses, brexit, bitter, taste","importing, fine, foods, spain, good, trade, london, firm, brindisa, like, many, food, wine, businesses, rely, free, movement, goods, workers, within, european, union, badly, hit, britain, s, vote, leave"
"1566","2016-12-06","Britain's financial sector paid record 71.4 billion pounds in taxes last year before Brexit","Britain's financial services sector contributed a record 71.4 billion pounds in taxes last year, highlighting the potentially big impact of the country's vote to leave the European Union, according to the City of London Corporation.","britain, s, financial, sector, paid, record, billion, pounds, taxes, last, year, brexit","britain, s, financial, services, sector, contributed, record, billion, pounds, taxes, last, year, highlighting, potentially, big, impact, country, s, vote, leave, european, union, according, city, london, corporation"
"1568","2016-12-06","Brexit uncertainty to keep UK house price rises muted - Reuters poll","British house prices will rise 2 percent next year, less than what is expected from inflation and held back by uncertainty around Britain's decision to leave the European Union, a Reuters poll of analysts found on Monday.","brexit, uncertainty, keep, uk, house, price, rises, muted, reuters, poll","british, house, prices, will, rise, percent, next, year, less, expected, inflation, held, back, uncertainty, around, britain, s, decision, leave, european, union, reuters, poll, analysts, found, monday"
"1571","2016-12-05","UK shop prices fall again, but Brexit cost pressures build - BRC","Prices in British shops fell in November at the same rate as in October, but rising cost pressures linked to the decision by voters to leave the European Union are likely to feed into high street prices next year, an industry survey said on Monday.","uk, shop, prices, fall, brexit, cost, pressures, build, brc","prices, british, shops, fell, november, rate, october, rising, cost, pressures, linked, decision, voters, leave, european, union, likely, feed, high, street, prices, next, year, industry, survey, said, monday"
"1572","2016-12-05","UK manufacturers sees post-Brexit bounceback - survey","A slump in British manufacturing is showing signs of lifting thanks to higher new orders at home and the prospect of more demand from abroad spurred by the fall in the value of the pound after June's Brexit vote, a survey showed on Monday.","uk, manufacturers, sees, post, brexit, bounceback, survey","slump, british, manufacturing, showing, signs, lifting, thanks, higher, new, orders, home, prospect, demand, abroad, spurred, fall, value, pound, june, s, brexit, vote, survey, showed, monday"
"1575","2016-12-01","UK factory growth cools as weak pound fuels cost pressures - PMI","British manufacturing growth cooled unexpectedly in November as factories grappled with soaring costs caused by sterling's slump after June's Brexit vote, even before this week's jump in oil prices.","uk, factory, growth, cools, weak, pound, fuels, cost, pressures, pmi","british, manufacturing, growth, cooled, unexpectedly, november, factories, grappled, soaring, costs, caused, sterling, s, slump, june, s, brexit, vote, even, week, s, jump, oil, prices"
"1578","2016-11-30","Confidence of UK consumers falls towards post-Brexit vote low","Confidence among British consumers fell in November to its lowest level since just after voters decided in June to leave the European Union as worries about the economy grew, a survey showed on Wednesday.","confidence, uk, consumers, falls, towards, post, brexit, vote, low","confidence, among, british, consumers, fell, november, lowest, level, since, just, voters, decided, june, leave, european, union, worries, economy, grew, survey, showed, wednesday"
"1579","2016-11-29","UK consumer credit growth hits 11-year high, mortgage approvals strong - BoE","Lending to Britons expanded last month at the fastest annual pace in 11 years and mortgage approvals were stronger than expected, bolstering the picture of resilient consumer demand after June's Brexit vote.","uk, consumer, credit, growth, hits, year, high, mortgage, approvals, strong, boe","lending, britons, expanded, last, month, fastest, annual, pace, years, mortgage, approvals, stronger, expected, bolstering, picture, resilient, consumer, demand, june, s, brexit, vote"
"1583","2016-11-25","UK firms show no Brexit vote hit in third quarter as investment grows","British companies brushed off the uncertainty over Brexit in the three months after June's referendum and increased their investment, helping to drive solid growth in the economy, official data showed on Friday.","uk, firms, show, brexit, vote, hit, third, quarter, investment, grows","british, companies, brushed, uncertainty, brexit, three, months, june, s, referendum, increased, investment, helping, drive, solid, growth, economy, official, data, showed, friday"
"1585","2016-11-25","British wage growth looks 'dreadful' after Brexit - IFS","Britain's wage growth prospects look ""dreadful"", a leading think tank said on Thursday, after official economic forecasts showed workers were unlikely to recoup losses suffered after the financial crisis within the next five years.","british, wage, growth, looks, dreadful, brexit, ifs","britain, s, wage, growth, prospects, look, dreadful, leading, think, tank, said, thursday, official, economic, forecasts, showed, workers, unlikely, recoup, losses, suffered, financial, crisis, within, next, five, years"
"1588","2016-11-24","Factbox - The cost of Brexit: Britain's 60 billion pound question","Britain's official budget forecasters have been caught up in the rancorous Brexit debate after they predicted the vote to leave the European Union will cause a sharp rise in government borrowing.","factbox, cost, brexit, britain, s, billion, pound, question","britain, s, official, budget, forecasters, caught, rancorous, brexit, debate, predicted, vote, leave, european, union, will, cause, sharp, rise, government, borrowing"
"1589","2016-11-24","Bracing for Brexit, UK ramps up borrowing and cuts growth forecasts","Britain has ramped up its borrowing outlook by much more than expected after forecasters said its vote to leave the European Union would hurt the economy, giving the government only a little room to ease looming pressure on households and firms.","bracing, brexit, uk, ramps, borrowing, cuts, growth, forecasts","britain, ramped, borrowing, outlook, much, expected, forecasters, said, vote, leave, european, union, hurt, economy, giving, government, little, room, ease, looming, pressure, households, firms"
"1591","2016-11-24","British car demand stalls after Brexit, denting October output","Britain made fewer cars last month for the first time in more than a year, driven by slower domestic demand and prompting the industry's lobby group to renew its call for the government to maintain free trade as Britain leaves the European Union.","british, car, demand, stalls, brexit, denting, october, output","britain, made, fewer, cars, last, month, first, time, year, driven, slower, domestic, demand, prompting, industry, s, lobby, group, renew, call, government, maintain, free, trade, britain, leaves, european, union"
"1598","2016-11-23","UK's budget office sees little impact on growth from Hammond plan","Measures announced by British finance minister Philip Hammond on Wednesday in the government's first budget plans since the Brexit vote in June are likely to add only 0.1 percentage point to economic growth next year, Britain's budget office said.","uk, s, budget, office, sees, little, impact, growth, hammond, plan","measures, announced, british, finance, minister, philip, hammond, wednesday, government, s, first, budget, plans, since, brexit, vote, june, likely, add, percentage, point, economic, growth, next, year, britain, s, budget, office, said"
"1603","2016-11-23","UK seen borrowing 122 billion pounds more than expected in March - OBR figures","Britain's government will end up borrowing 122 billion pounds more over the next five years than it expected before the country voted for Brexit, Chancellor Philip Hammond said on Wednesday.","uk, seen, borrowing, billion, pounds, expected, march, obr, figures","britain, s, government, will, end, borrowing, billion, pounds, next, five, years, expected, country, voted, brexit, chancellor, philip, hammond, said, wednesday"
"1604","2016-11-23","Hammond gives help to UK low earners, focus stays on budget gap","Britain's Chancellor will say on Wednesday that he is raising the minimum wage and taking the edge off a benefits squeeze for low earners, but fixing the public finances will be a bigger priority as the country gets ready for Brexit.","hammond, gives, help, uk, low, earners, focus, stays, budget, gap","britain, s, chancellor, will, say, wednesday, raising, minimum, wage, taking, edge, benefits, squeeze, low, earners, fixing, public, finances, will, bigger, priority, country, gets, ready, brexit"
"1607","2016-11-22","A soft Brexit is best for Norway, trade minister says","Britain should stay as closely connected to Europe's single market as it can after it leaves the European Union, the trade minister of non-EU member Norway said on Tuesday.","soft, brexit, best, norway, trade, minister, says","britain, stay, closely, connected, europe, s, single, market, can, leaves, european, union, trade, minister, non, eu, member, norway, said, tuesday"
"1608","2016-11-22","JPMorgan says French labour law in way of big move to Paris post Brexit","JPMorgan would be reluctant to move many jobs to Paris following Britain's exit from the European Union because of France's protectionist labour laws, the U.S.-based investment bank's France head told Reuters on Tuesday.","jpmorgan, says, french, labour, law, way, big, move, paris, post, brexit","jpmorgan, reluctant, move, many, jobs, paris, following, britain, s, exit, european, union, france, s, protectionist, labour, laws, u, s, based, investment, bank, s, france, head, told, reuters, tuesday"
"1610","2016-11-22","Ireland reluctant to host high-risk bank trading after Brexit - sources"," (This version of the story corrects title of IDA International Financial Services chief)","ireland, reluctant, host, high, risk, bank, trading, brexit, sources","version, story, corrects, title, ida, international, financial, services, chief"
"1612","2016-11-22","Insurer AIG may move European HQ to another EU country due to Brexit","U.S. insurer AIG  may move its European headquarters from London to another European Union country due to Britain's vote to leave the EU, the head of the AIG's European and UK operations said on Tuesday.","insurer, aig, may, move, european, hq, another, eu, country, due, brexit","u, s, insurer, aig, may, move, european, headquarters, london, another, european, union, country, due, britain, s, vote, leave, eu, head, aig, s, european, uk, operations, said, tuesday"
"1613","2016-11-22","UK factories say outlook strong, but price pressures rising - CBI","British manufacturers reported their healthiest order books in November since before the Brexit vote and they are their most confident about the near-term outlook in nearly two years, an industry survey showed on Tuesday.","uk, factories, say, outlook, strong, price, pressures, rising, cbi","british, manufacturers, reported, healthiest, order, books, november, since, brexit, vote, confident, near, term, outlook, nearly, two, years, industry, survey, showed, tuesday"
"1614","2016-11-21","May courts business seeking to avoid Brexit exodus","Prime Minister Theresa May set out plans to get big business behind her Brexit strategy on Monday, toning down plans to put workers on company boards and promising to spend billions of pounds on science, technology and research.","may, courts, business, seeking, avoid, brexit, exodus","prime, minister, theresa, may, set, plans, get, big, business, behind, brexit, strategy, monday, toning, plans, put, workers, company, boards, promising, spend, billions, pounds, science, technology, research"
"1615","2016-11-21","UK inflation expectations rise at fastest rate since 2011 - Barclays","Public expectations for inflation in Britain in one year's time have risen at their sharpest rate in more than five years following the sharp fall in sterling since June's Brexit vote, a quarterly survey published by Barclays showed on Monday.","uk, inflation, expectations, rise, fastest, rate, since, barclays","public, expectations, inflation, britain, one, year, s, time, risen, sharpest, rate, five, years, following, sharp, fall, sterling, since, june, s, brexit, vote, quarterly, survey, published, barclays, showed, monday"
"1616","2016-11-21","Hammond says budget options constrained by high debt","Britain's first budget plan since the Brexit vote will not include a big new spending push because of ""eye-wateringly"" high public debt levels, but will have some help for the economy and struggling families, the country's Chancellor said.","hammond, says, budget, options, constrained, high, debt","britain, s, first, budget, plan, since, brexit, vote, will, include, big, new, spending, push, eye, wateringly, high, public, debt, levels, will, help, economy, struggling, families, country, s, chancellor, said"
"1617","2016-11-18","Inflation pressure limits BoE response to jobless rise - Broadbent","The Bank of England would be able to do more to counter a projected rise in unemployment were it not for a sharp increase in inflation pressure caused by sterling's fall since June's Brexit vote, Deputy Governor Ben Broadbent said on Friday.","inflation, pressure, limits, boe, response, jobless, rise, broadbent","bank, england, able, counter, projected, rise, unemployment, sharp, increase, inflation, pressure, caused, sterling, s, fall, since, june, s, brexit, vote, deputy, governor, ben, broadbent, said, friday"
"1621","2016-11-17","Colder weather helps UK retail sales growth to 14-year high - ONS","British retail sales rose at their fastest annual rate in more than 14 years in October as cold weather and Halloween boosted sales, but economists said Brexit effects were likely to weigh on spending next year.","colder, weather, helps, uk, retail, sales, growth, year, high, ons","british, retail, sales, rose, fastest, annual, rate, years, october, cold, weather, halloween, boosted, sales, economists, said, brexit, effects, likely, weigh, spending, next, year"
"1622","2016-11-16","British jobless rate hits 11-year low, but warning signs appear","Britain's unemployment rate unexpectedly fell to its lowest level in 11 years in the first three months after the Brexit vote, official data showed on Wednesday, but there were signs that a slowdown in the labour market could be coming.","british, jobless, rate, hits, year, low, warning, signs, appear","britain, s, unemployment, rate, unexpectedly, fell, lowest, level, years, first, three, months, brexit, vote, official, data, showed, wednesday, signs, slowdown, labour, market, coming"
"1625","2016-11-16","UK households worry more about inflation, see BoE rate hike - survey","- Worries about inflation among British households have risen to their highest level in nearly two and a half years following the fall in the value of the pound since the Brexit vote in June, a survey showed on Wednesday.","uk, households, worry, inflation, see, boe, rate, hike, survey","worries, inflation, among, british, households, risen, highest, level, nearly, two, half, years, following, fall, value, pound, since, brexit, vote, june, survey, showed, wednesday"
"1629","2016-11-16","Banks could move from UK 18 months before a 'hard Brexit' - Carney","Banks based in Britain may start to relocate activities to other countries about 1-1/2 years before a British departure from the European Union if a ""hard Brexit"" looks likely, Bank of England Governor Mark Carney said on Tuesday.","banks, move, uk, months, hard, brexit, carney","banks, based, britain, may, start, relocate, activities, countries, years, british, departure, european, union, hard, brexit, looks, likely, bank, england, governor, mark, carney, said, tuesday"
"1630","2016-11-16","BoE's Broadbent sees no 'precipitous' plunge in UK business investment","Bank of England Deputy Governor Ben Broadbent said on Tuesday that Brexit-related uncertainty had not caused a major plunge in business investment, but was probably affecting some companies' decisions.","boe, s, broadbent, sees, precipitous, plunge, uk, business, investment","bank, england, deputy, governor, ben, broadbent, said, tuesday, brexit, related, uncertainty, caused, major, plunge, business, investment, probably, affecting, companies, decisions"
"1631","2016-11-15","UK inflation slips unexpectedly but BoE warns of rises ahead","British inflation slipped unexpectedly last month, but Bank of England Governor Mark Carney warned higher prices are on the way, with cost pressures in factories already ballooning thanks to sterling's Brexit slump.","uk, inflation, slips, unexpectedly, boe, warns, rises, ahead","british, inflation, slipped, unexpectedly, last, month, bank, england, governor, mark, carney, warned, higher, prices, way, cost, pressures, factories, already, ballooning, thanks, sterling, s, brexit, slump"
"1633","2016-11-14","UK firms see slower hiring, weak pay growth on Brexit fears - CIPD","Fewer British employers expect to hire staff in late 2016 and will raise pay by less than inflation next year as the effects of the decision to leave the European Union set in, an industry body said on Monday.","uk, firms, see, slower, hiring, weak, pay, growth, brexit, fears, cipd","fewer, british, employers, expect, hire, staff, late, will, raise, pay, less, inflation, next, year, effects, decision, leave, european, union, set, industry, body, said, monday"
"1634","2016-11-14","After Trump and Brexit shocks, Hammond hopes to ease voters' frustrations","Five months to the day after Britain voted for Brexit, its finance minister will outline how the government plans to cope with the economic fallout and voters' frustrations which had echoes in Donald Trump's U.S. election triumph.","trump, brexit, shocks, hammond, hopes, ease, voters, frustrations","five, months, day, britain, voted, brexit, finance, minister, will, outline, government, plans, cope, economic, fallout, voters, frustrations, echoes, donald, trump, s, u, s, election, triumph"
"1635","2016-11-11","UK construction output weakest in four years in third quarter after Brexit vote","Britain's construction industry had its weakest performance in four years in the first three months after June's vote to leave the European Union, official figures showed on Friday.","uk, construction, output, weakest, four, years, third, quarter, brexit, vote","britain, s, construction, industry, weakest, performance, four, years, first, three, months, june, s, vote, leave, european, union, official, figures, showed, friday"
"1639","2016-11-09","EU cuts euro zone, UK growth forecasts citing political uncertainty","Euro zone and Britain's growth will slow next year, the European Commission said on Wednesday, cutting its economic forecasts for 2017 because of increased political uncertainty, including Britain's Brexit vote, and weakening global trade.","eu, cuts, euro, zone, uk, growth, forecasts, citing, political, uncertainty","euro, zone, britain, s, growth, will, slow, next, year, european, commission, said, wednesday, cutting, economic, forecasts, increased, political, uncertainty, including, britain, s, brexit, vote, weakening, global, trade"
"1644","2016-11-08","UK public debt won't fall until end of decade after Brexit - IFS","Britain will only start to lower public debt as a share of GDP at the end of the decade due to a Brexit-related hit to the economy, a think tank said, underscoring finance minister Philip Hammond's challenge as he prepares his first budget statement.","uk, public, debt, won, t, fall, end, decade, brexit, ifs","britain, will, start, lower, public, debt, share, gdp, end, decade, due, brexit, related, hit, economy, think, tank, said, underscoring, finance, minister, philip, hammond, s, challenge, prepares, first, budget, statement"
"1645","2016-11-08","UK hirings pick up pace in October despite Brexit shock - REC","British companies hired permanent staff at the fastest pace in eight months in October as the country's labour market kept on  growing despite the decision in June by voters to leave the European Union, a survey showed on Tuesday.","uk, hirings, pick, pace, october, despite, brexit, shock, rec","british, companies, hired, permanent, staff, fastest, pace, eight, months, october, country, s, labour, market, kept, growing, despite, decision, june, voters, leave, european, union, survey, showed, tuesday"
"1649","2016-11-07","Indivisible or flexible? Brexit battle looms over EU freedoms","British businessman Simon Boyd recalls winning a big contract to build an aircraft hangar in France - only to lose it because he couldn't secure the required French insurance in time.","indivisible, flexible, brexit, battle, looms, eu, freedoms","british, businessman, simon, boyd, recalls, winning, big, contract, build, aircraft, hangar, france, lose, couldn, t, secure, required, french, insurance, time"
"1650","2016-11-07","Central London house prices fall again in October after Brexit- Knight Frank","The price of central London's most expensive homes fell again in October, continuing a decline which began earlier this year due to increased property taxes and the Brexit vote, a consultancy said on Monday.","central, london, house, prices, fall, october, brexit, knight, frank","price, central, london, s, expensive, homes, fell, october, continuing, decline, began, earlier, year, due, increased, property, taxes, brexit, vote, consultancy, said, monday"
"1651","2016-11-07","May says Britain already has a good visa system with India","Britain already has a good visa system with India, Prime Minister Theresa May said late on Sunday as she arrived in the country for her first bilateral trip outside of the European Union since June's Brexit vote.","may, says, britain, already, good, visa, system, india","britain, already, good, visa, system, india, prime, minister, theresa, may, said, late, sunday, arrived, country, first, bilateral, trip, outside, european, union, since, june, s, brexit, vote"
"1657","2016-11-03","BoE ditches rate cut signal after Brexit hit to sterling","The Bank of England scrapped its plan to cut interest rates, which it said could now move up or down, and raised its forecasts for 2017 growth and inflation sharply due to the slide in sterling since Britain's vote to leave the EU.","boe, ditches, rate, cut, signal, brexit, hit, sterling","bank, england, scrapped, plan, cut, interest, rates, said, now, move, raised, forecasts, growth, inflation, sharply, due, slide, sterling, since, britain, s, vote, leave, eu"
"1658","2016-11-03","BoE says it may tighten bank capital rules after Brexit relief","Banks in Britain may face stricter capital requirements to counter relief given to banks in the immediate aftermath of the June vote to leave the European Union, a top Bank of England official said on Thursday.","boe, says, may, tighten, bank, capital, rules, brexit, relief","banks, britain, may, face, stricter, capital, requirements, counter, relief, given, banks, immediate, aftermath, june, vote, leave, european, union, top, bank, england, official, said, thursday"
"1663","2016-11-03","Pound's fall more important for inflation than strong economy - BoE's Carney","Bank of England Governor Mark Carney said on Thursday the fall in sterling since June's Brexit vote had more significant implications for inflation than strong growth in the economy for the rest of 2016.","pound, s, fall, important, inflation, strong, economy, boe, s, carney","bank, england, governor, mark, carney, said, thursday, fall, sterling, since, june, s, brexit, vote, significant, implications, inflation, strong, growth, economy, rest"
"1665","2016-11-02","Monthly house price growth runs out of steam in October - Nationwide","British house prices were unchanged in October after rising in monthly terms each of the previous 15 months, mortgage lender Nationwide said on Wednesday, a new sign of the market cooling after the Brexit vote.","monthly, house, price, growth, runs, steam, october, nationwide","british, house, prices, unchanged, october, rising, monthly, terms, previous, months, mortgage, lender, nationwide, said, wednesday, new, sign, market, cooling, brexit, vote"
"1671","2016-10-27","UK economy escapes short-term Brexit hit, gets Nissan boost","Britain's economy slowed only slightly in the three months after the Brexit vote and carmaker Nissan said it would build more cars in the country, tempering fears about the immediate economic impact of the decision to leave the European Union.","uk, economy, escapes, short, term, brexit, hit, gets, nissan, boost","britain, s, economy, slowed, slightly, three, months, brexit, vote, carmaker, nissan, said, build, cars, country, tempering, fears, immediate, economic, impact, decision, leave, european, union"
"1672","2016-10-27","Gilt yields hit post-Brexit highs after UK GDP data, sterling drops","British gilt yields surged to a post-Brexit peak on Thursday, after data showed the economy had grown faster than expected in the third quarter, reducing the chances of an interest rate cut in the near term.","gilt, yields, hit, post, brexit, highs, uk, gdp, data, sterling, drops","british, gilt, yields, surged, post, brexit, peak, thursday, data, showed, economy, grown, faster, expected, third, quarter, reducing, chances, interest, rate, cut, near, term"
"1674","2016-10-27","UK car industry body says govt must give public Brexit reassurance to investors","Britain should publicly reassure firms that the key advantages of European Union membership will be kept following Brexit, a car industry body said on Thursday, after Nissan  said it would build a new model at its English plant.","uk, car, industry, body, says, govt, must, give, public, brexit, reassurance, investors","britain, publicly, reassure, firms, key, advantages, european, union, membership, will, kept, following, brexit, car, industry, body, said, thursday, nissan, said, build, new, model, english, plant"
"1677","2016-10-27","UK commercial property sees partial recovery after Brexit slump - RICS","Demand from British businesses for commercial property has partly recovered from its slump after June's vote to leave the European Union and foreign investors are looking to take advantage of the weak pound, industry data showed on Thursday.","uk, commercial, property, sees, partial, recovery, brexit, slump, rics","demand, british, businesses, commercial, property, partly, recovered, slump, june, s, vote, leave, european, union, foreign, investors, looking, take, advantage, weak, pound, industry, data, showed, thursday"
"1688","2016-10-21","UK public finances worsen, adding to Hammond's headache","Britain's public finances showed a much bigger than expected deficit in September, a setback for Chancellor Philip Hammond as he prepares to deliver the country's first budget plans since the Brexit vote.","uk, public, finances, worsen, adding, hammond, s, headache","britain, s, public, finances, showed, much, bigger, expected, deficit, september, setback, chancellor, philip, hammond, prepares, deliver, country, s, first, budget, plans, since, brexit, vote"
"1692","2016-10-19","UK job growth slows but labour market withstanding Brexit shock - ONS","Job creation in Britain slowed in the three months to August although there was little sign of a big hit to the labour market from the country's decision to leave the European Union, official data showed on Wednesday.","uk, job, growth, slows, labour, market, withstanding, brexit, shock, ons","job, creation, britain, slowed, three, months, august, although, little, sign, big, hit, labour, market, country, s, decision, leave, european, union, official, data, showed, wednesday"
"1693","2016-10-19","The current account deficit and what it means for Brexit Britain","Britain has long relied on foreigners to fund a big deficit in its balance of payments, a risk that has been heightened by the country's decision to leave the European Union.","current, account, deficit, means, brexit, britain","britain, long, relied, foreigners, fund, big, deficit, balance, payments, risk, heightened, country, s, decision, leave, european, union"
"1695","2016-10-18","UK's September inflation surge likely a taste of more to come","British inflation recorded its biggest jump in two years last month, setting the tone for a steep rise in prices over the coming year as sterling's post-Brexit plunge squeezes household finances.","uk, s, september, inflation, surge, likely, taste, come","british, inflation, recorded, biggest, jump, two, years, last, month, setting, tone, steep, rise, prices, coming, year, sterling, s, post, brexit, plunge, squeezes, household, finances"
"1698","2016-10-17","UK consumers most upbeat in five years, but not in pro-EU London","British consumers were their most confident in five years in September, a survey showed on Monday, but the upbeat mood was not shared in London where most voters opposed leaving the European Union in June's Brexit referendum.","uk, consumers, upbeat, five, years, pro, eu, london","british, consumers, confident, five, years, september, survey, showed, monday, upbeat, mood, shared, london, voters, opposed, leaving, european, union, june, s, brexit, referendum"
"1700","2016-10-17","Booming property auctions lift Brexit gloom in British real estate","Commercial property auctions are proving an unlikely bright spot in Britain's real estate market where a steep drop in sterling has attracted overseas buyers and local investors are as yet unfazed by potential fallout from Brexit.","booming, property, auctions, lift, brexit, gloom, british, real, estate","commercial, property, auctions, proving, unlikely, bright, spot, britain, s, real, estate, market, steep, drop, sterling, attracted, overseas, buyers, local, investors, yet, unfazed, potential, fallout, brexit"
"1701","2016-10-14","UK construction output falls in August, ONS sees no Brexit link","British construction output unexpectedly fell in August led by a decline in infrastructure projects but Britain's statistics office said the weakness did not appear to be linked to the Brexit vote in June.","uk, construction, output, falls, august, ons, sees, brexit, link","british, construction, output, unexpectedly, fell, august, led, decline, infrastructure, projects, britain, s, statistics, office, said, weakness, appear, linked, brexit, vote, june"
"1703","2016-10-13","House prices rise for second month in September, London weak - RICS","British house prices rose for a second month in September and  enquiries from buyers picked up for the first time since February, suggesting the housing market has weathered the initial shock of the Brexit vote, a survey showed.","house, prices, rise, second, month, september, london, weak, rics","british, house, prices, rose, second, month, september, enquiries, buyers, picked, first, time, since, february, suggesting, housing, market, weathered, initial, shock, brexit, vote, survey, showed"
"1704","2016-10-12","British advertising budgets to grow in 2016 despite Brexit - survey","Growth in British companies' advertising spending budgets has hit its highest in more than two years, a survey showed on Wednesday, suggesting that Brexit's impact on the sector might be softer than previously expected.","british, advertising, budgets, grow, despite, brexit, survey","growth, british, companies, advertising, spending, budgets, hit, highest, two, years, survey, showed, wednesday, suggesting, brexit, s, impact, sector, might, softer, previously, expected"
"1705","2016-10-11","UK shoppers spend more in September, Brexit worries likely to weigh - BRC","British consumers picked up the pace of their spending in September after a weak August, but the country's planned exit from the European Union is likely to weigh on sales ahead, an industry group said on Tuesday.","uk, shoppers, spend, september, brexit, worries, likely, weigh, brc","british, consumers, picked, pace, spending, september, weak, august, country, s, planned, exit, european, union, likely, weigh, sales, ahead, industry, group, said, tuesday"
"1707","2016-10-07","Britain's economy likely expanded 0.4 percent in third quarter - NIESR","British economic growth probably slowed in the three months that followed June's Brexit vote, but not by quite as much as the Bank of England expects, a leading think tank said on Friday.","britain, s, economy, likely, expanded, percent, third, quarter, niesr","british, economic, growth, probably, slowed, three, months, followed, june, s, brexit, vote, quite, much, bank, england, expects, leading, think, tank, said, friday"
"1708","2016-10-07","UK August industrial output weaker than expected, trade deficit widens","British industrial output fell unexpectedly in August, partly due to oil field shutdowns, though there were some limited signs that the pound's fall since June's Brexit vote had boosted factory exports.","uk, august, industrial, output, weaker, expected, trade, deficit, widens","british, industrial, output, fell, unexpectedly, august, partly, due, oil, field, shutdowns, though, limited, signs, pound, s, fall, since, june, s, brexit, vote, boosted, factory, exports"
"1709","2016-10-07","UK annual house price growth slows to new three-year low","British house prices rose at their slowest pace in more than three years in the three months to September, figures from mortgage lender Halifax showed, adding to signs of a slowdown in the housing market after Britain's Brexit vote in June.","uk, annual, house, price, growth, slows, new, three, year, low","british, house, prices, rose, slowest, pace, three, years, three, months, september, figures, mortgage, lender, halifax, showed, adding, signs, slowdown, housing, market, britain, s, brexit, vote, june"
"1713","2016-10-06","Bank of England faces quandary as UK weathers early Brexit hit","The Bank of England, which signalled a few weeks ago that a fresh interest rate cut was likely next month, has been put on the spot by signs that Britain's economy has weathered the initial shock of the Brexit vote better than expected.","bank, england, faces, quandary, uk, weathers, early, brexit, hit","bank, england, signalled, weeks, ago, fresh, interest, rate, cut, likely, next, month, put, spot, signs, britain, s, economy, weathered, initial, shock, brexit, vote, better, expected"
"1714","2016-10-06","Pound down, stocks up, economy flat: What do Brexit swings mean for you?","Sterling has tumbled to a 31-year low, but British stocks are near a record high and, contrary to many expert forecasts, the shock of Brexit has not pushed the British economy off a cliff.","pound, stocks, economy, flat, brexit, swings, mean","sterling, tumbled, year, low, british, stocks, near, record, high, contrary, many, expert, forecasts, shock, brexit, pushed, british, economy, cliff"
"1715","2016-10-05","'Hard Brexit' could cost British finance firms 38 billion pounds","Britain's financial industry could lose up to 38 billion pounds in revenue in a so-called 'hard Brexit' that would leave it with restricted access to the European Union's single market, according to a report commissioned by an industry group.","hard, brexit, cost, british, finance, firms, billion, pounds","britain, s, financial, industry, lose, billion, pounds, revenue, called, hard, brexit, leave, restricted, access, european, union, s, single, market, according, report, commissioned, industry, group"
"1718","2016-10-04","UK construction industry shrugs off post-Brexit vote slump -PMI","LONDON - Britain's construction industry unexpectedly returned to growth in September, according to a survey that will add to doubts whether the Bank of England will ready more stimulus to offset the hit of June's Brexit vote.","uk, construction, industry, shrugs, post, brexit, vote, slump, pmi","london, britain, s, construction, industry, unexpectedly, returned, growth, september, according, survey, will, add, doubts, whether, bank, england, will, ready, stimulus, offset, hit, june, s, brexit, vote"
"1719","2016-10-04","Unprepared British consumers face Brexit-driven price squeeze","Any British shoppers tempted by Apple's new iPhone are having to dig deeper into their pockets after June's Brexit vote as the U.S. tech giant raised the sterling price by 60 pounds when the model went on sale on Sept. 16.","unprepared, british, consumers, face, brexit, driven, price, squeeze","british, shoppers, tempted, apple, s, new, iphone, dig, deeper, pockets, june, s, brexit, vote, u, s, tech, giant, raised, sterling, price, pounds, model, went, sale, sept"
