"","Headline","Description","Date"
"3416","Roche boss says Brexit and curbs on drug use pose threat to UK science","Uncertainty over drug regulation and a reluctance by Britain's health service to use certain pricey modern medicines pose a threat to the country's respected life sciences sector, the head Swiss drugmaker Roche  said on Thursday.","2018-09-13"
"3417","Factbox - Britain sets out no-deal Brexit impact on businesses and consumers","Britain has published the second batch of advice to companies and individuals on how to prepare for any disruption that might follow a disorderly Brexit where there is no deal with the European Union.","2018-09-13"
"3418","Mergers meeting EU thresholds may be reviewed by UK and EU regulators in 'no deal' Brexit","Mergers that currently meet relevant European Union standards will in some cases be reviewed by both Britain's Competition and Markets Authority and the European Commission if Britain leaves the bloc without a divorce deal, Britain said on Thursday.","2018-09-13"
"3419","UK says free flow of personal data from EU not guaranteed if no-deal Brexit","British organisations would need to take action to ensure they could continue to receive personal data about their customers in the European Union in the event of the UK leaving the bloc without a deal next year, the UK government said on Thursday.","2018-09-13"
"3420","UK driving licences may not be valid in EU after no-deal Brexit - UK government","Britons may not be able to rely on using just their British driving licences when driving in the European Union after March 29 if there is no Brexit deal, the British government warned on Thursday.","2018-09-13"
"3421","UK government wants to uphold CO2 rules in no-deal Brexit","Britain's government said on Tuesday that it would try not to impose extra burdens on the auto industry for reporting carbon dioxide emissions if it leaves the European Union without a deal, but that it would seek to maintain ambitious rules.","2018-09-13"
"3422","British companies, academics excluded from EU Galileo space project if no-deal Brexit","British companies and academics will be excluded from the future development of the European Union's Galileo space project if the country leaves the bloc without a deal in March 2019, according to a series of technical notices published on Thursday.","2018-09-13"
"3423","EU tells Britain it won't renegotiate Brexit divorce bill","The European Union will not reconsider parts of the Brexit agreement with Britain that have already been agreed on, like the divorce bill London will have to pay, a spokesman for the bloc's executive said on Thursday.","2018-09-13"
"3424","BoE's Carney attended 'no deal' Brexit cabinet meeting - May's spokeswoman","Bank of England Governor Mark Carney attended a meeting of the government's top ministers on Thursday to outline the bank's preparations for the possibility of a no deal Brexit, Prime Minister Theresa May's spokeswoman said.","2018-09-13"
"3425","UK businesses using Brexit as an excuse for poor performance - Raab","It is easy for British businesses to use Brexit as an excuse rather than taking responsibility for their poor performance, Brexit minister Dominic Raab told BBC Radio on Thursday.","2018-09-13"
"3426","Raab - Brexit deal attainable, but no deal means no EU payment: Telegraph","A deal on the future relationship between Britain and the European Union is within reach, Brexit Minister Dominic Raab said on Wednesday, although he confirmed London would withhold any financial settlement in a ""no deal"" scenario.","2018-09-12"
"3427","EU stepping up efforts to reword Brexit Irish text to 'de-dramatise' talks","European Union officials are working on re-drafting a sensitive Irish protocol to the draft Brexit treaty with Britain, as part of what EU negotiator Michel Barnier has called efforts to ""de-dramatise"" the issue and get a deal, EU officials said on Wednesday.","2018-09-12"
"3428","Britain outlines post-Brexit farm policy in bill","Britain will introduce legislation on Wednesday for agricultural policy after it leaves the European Union that will link support for farmers to the provision of public benefits such as tackling climate change or preserving beautiful landscapes.","2018-09-12"
"3429","EU must grasp world role as U.S. retreats, Juncker says","The European Union must flex its muscles as a world power, EU chief executive Jean-Claude Juncker said on Wednesday, as he spoke critically of U.S. President Donald Trump's retreat from international engagement.","2018-09-12"
"3430","EU's Juncker says ties with UK will always be close but Brexit demands remain","European Commission head Jean-Claude Juncker on Wednesday renewed a pledge of close trade and security ties with Britain after Brexit, but said the European Union would not compromise on key withdrawal terms.","2018-09-12"
"3431","EU's Juncker confirms aims for close ties with UK after Brexit","European Commission head Jean-Claude Juncker on Wednesday renewed a pledge of close trade and security ties with Britain after Brexit but said the European Union would not compromise on key withdrawal terms.","2018-09-12"
"3432","Bemoaning UK handling of Brexit, a pro-Leave planemaker looks to EU, U.S.","One of Brexit's most fervent supporters, the planemaker Britten-Norman, is now complaining about Britain's handling of its planned exit from the European Union and is considering moving some functions into the EU or to the United States.","2018-09-12"
"3433","UK eurosceptics say they will release 'Plan B' for Ireland on Wednesday","Eurosceptic rebels in Britain's ruling party said on Tuesday  they would soon produce a ""plan B"" alternative to a key element of Prime Minister Theresa May's proposal for Brexit, despite pulling the plug on a broader draft circulated last week.","2018-09-11"
"3434","Greece's Tsipras says confident of Brexit solution for citizens","Greek Prime Minister Alexis Tsipras said on Tuesday he was ""confident"" the European Union and Britain would eventually reach a deal on Brexit.","2018-09-11"
"3435","Hammond says BoE governor to stay on as Brexit turbulence looms","Mark Carney will stay on as Bank of England governor until the end of January 2020 to help navigate the turbulence of Brexit, Britain's finance minister said on Tuesday, as he warned time was running out to secure a deal with the EU on future ties.","2018-09-11"
"3436","Rejecting Brexit plan is not a confidence vote on PM May - Conservative MP","Lawmakers from British Prime Minister Theresa May's Conservative Party can vote against her Brexit plans without it being a vote of confidence in her government, the head of an influential group of pro-Brexit lawmakers said on Tuesday.","2018-09-11"
"3437","EU Salzburg summit is a staging post in Brexit talks - May","British Prime Minister Theresa May sees an informal EU summit next week as a ""staging post"" in Brexit negotiations, that will allow the bloc's leaders to discuss her proposals to leave the European Union for the first time.","2018-09-11"
"3438","Time running out to agree a Brexit deal with EU, UK's Hammond says","Britain is devoting all its efforts to securing a Brexit deal but time is running out in negotiations with the European Union to agree the terms of its departure, British finance minister Philip Hammond said on Tuesday.","2018-09-11"
"3439","Pound gains on cautious Barnier Brexit deal comment","A cautious comment by the EU Brexit negotiator that there could be a deal by November if unrealistic demands are taken off the table boosted sterling on Monday amid new optimism among investors.","2018-09-10"
"3440","UK focussed on securing Brexit deal in October - May's spokesman","Britain is focussed on securing a Brexit deal in October, Prime Minister Theresa May's spokesman said, after the European Union's Brexit negotiator Michel Barnier said an agreement with Britain could be agreed in six to eight weeks.","2018-09-10"
"3441","EU leaders expected to hold special Brexit summit on Nov. 13 - Guardian","European leaders are expected next week to announce that they will hold an extraordinary Brexit summit in November, the Guardian newspaper reported. It said the summit would most likely be held on Nov. 13.","2018-09-10"
"3442","UK government refuses to say if it has taken legal advice on second Brexit referendum","The British government has refused to confirm whether it has taken legal advice on holding a second referendum on the final Brexit deal, saying revealing such information would harm its negotiating position in talks with Brussels.","2018-09-10"
"3443","May hopes parliament will support her Brexit plan - spokesman","Prime Minister Theresa May hopes parliament will support her plan for Brexit, her spokesman said on Monday, adding it was the only one on the table which delivered on the will of the British people while avoiding a hard border in Northern Ireland.","2018-09-10"
"3444","May wraps 'suicide vest' around UK over Brexit, says Johnson","Prime Minister Theresa May's Brexit deal wraps ""a suicide vest around the British constitution"" and hands the detonator to the European Union, former foreign secretary Boris Johnson said in comments that drew strong criticism.","2018-09-09"
"3445","Chequers plan is only deal on the table with EU - Javid","British interior minister Sajid Javid said on Sunday that the prime minister's so-called Chequers plan was the only one on the table with the European Union, suggesting that Theresa May is not planning to succumb to pressure to change tack over Brexit.","2018-09-09"
"3446","Britain must focus on moving ahead with May's Brexit plan - Brokenshire","Britain must focus on moving forward with Prime Minister Theresa May's plans to leave the European Union, housing minister James Brokenshire said on Sunday, after her proposals were criticised by her former foreign minister.","2018-09-09"
"3447","Germany has no interest in a 'hard' Brexit - foreign minister","Germany has no interest in a 'hard' Brexit but such a scenario cannot be ruled out, German Foreign Minister Heiko Maas said on Saturday.","2018-09-09"
"3448","UK wants deal on Brexit by November at latest - Lidington","Britain believes an orderly, agreed exit from the European Union is still the most likely outcome but time is running out and a deal should be done by November at the latest, cabinet office minister David Lidington said on Saturday.","2018-09-09"
"3449","EIB considering capital hike, changes to shareholding post Brexit","The European Investment Bank (EIB), owned by European Union governments, is considering a capital increase to allow some of its shareholders to increase their stake after Britain pulls out of the EU and the EIB in March next year, EU officials said.","2018-09-08"
"3450","Britain's Hammond says he is sure Brexit deal will be reached by October deadline","British Finance Minister Philip Hammond said on Friday he was sure Britain will reach an agreement with the European Union on its exit from the bloc by an informal October deadline, in contrast to growing expectations of a no-deal Brexit.","2018-09-07"
"3451","Irish PM says he wants Brexit agreement by November at latest","Ireland wants to see a Brexit withdrawal agreement between the European Union and Britain concluded by November ""at the latest"", Prime Minister Leo Varadkar said on Friday.","2018-09-07"
"3452","'Hurry up,' Calais region urges EU, UK leaders as no-deal Brexit looms","Time is running out for regions on the frontline of trade between Britain and Europe to cope with the impact of a no-deal Brexit, from finding vets to building customs infrastructure, a northern French region's ""ambassador"" to Britain said.","2018-09-07"
"3453","UK's former EU ambassador warns of Brexit crisis - Guardian","Britain's former ambassador to the European Union has warned that there is a higher risk of a Brexit crisis than financial markets are currently pricing in, the Guardian reported.","2018-09-07"
"3454","UK, U.S. urge EU not to lock out foreign banks","Britain's top markets regulator, backed by the United States, urged the European Union to soften its stance and grant broad access to UK banks after Brexit to avoid hitting investors and harming markets.","2018-09-06"
"3455","French drugmakers urge Brexit negotiators to safeguard supply chain","French drugmakers are urging European and British negotiators ahead of a crunch Brexit meeting next month to ensure the free circulation of medicines is maintained if Britain leaves the bloc without a deal next year.","2018-09-06"
"3456","Irish PM says no 'dramatic moves' to report in Brexit talks","Ireland has not received any indications that there have been  ""dramatic moves"" by either side towards progress in Brexit talks, Prime Minister Leo Varadkar said on Thursday.","2018-09-06"
"3457","UK sets out plans for visas for non-EU migrant farm workers post-Brexit","British fruit and vegetable farmers will be able to recruit non-European Union migrants on temporary visas after Brexit to help ease labour shortages during busy periods, the British government said on Thursday.","2018-09-06"
"3458","Irish consumer sentiment falls back as Brexit worries weigh","Irish consumer sentiment slipped in August as worries about Brexit grew, a survey showed on Thursday, erasing a July bounce put down to unusually warm weather and the start of the summer holidays.","2018-09-06"
"3459","Britain would now vote to stay in the EU, new poll shows","Britons would choose to stay in the European Union if given the option, according to an opinion poll on Wednesday that showed a six-point swing away from Brexit and the highest support for EU membership in such a survey since the 2016 referendum.","2018-09-05"
"3460","Germany readies for all Brexit options, including no-deal","German Chancellor Angela Merkel's government said on Wednesday it is preparing for all Brexit scenarios, including a no-deal, after its cabinet approved a draft law on a transition phase for Britain after it leaves the European Union next year.","2018-09-05"
"3461","Germany has full trust in Barnier on Brexit - government spokesman","The German government has full trust in the European Union's chief Brexit negotiator, who represents the bloc's 27 members in talks with Britain, a spokesman told Reuters on Wednesday.","2018-09-05"
"3462","Parliament needs to be able to make informed decision on future EU relationship - May's spokesman","The British parliament will need to be able to make an informed decision about Britain's future relationship with the European Union when it votes on whether to back any Brexit deal, Prime Minister Theresa May's spokesman said on Wednesday.","2018-09-05"
"3463","Brexit minister Raab says May's Brexit plan only way to keep UK intact","Brexit minister Dominic Raab dismissed suggestions put forward by Brexit supporters for Britain to pursue an enhanced Canada-style free trade deal, saying Prime Minister Theresa May's plan was the only one to keep the United Kingdom intact.","2018-09-05"
"3464","Merkel says EU, Britain must negotiate Brexit to ensure close ties","German Chancellor Angela Merkel on Wednesday said it was important to negotiate Britain's exit from the European Union in a way that ensured continued good and close relations.","2018-09-05"
"3465","May says still working towards October Brexit deal deadline","Britain is still working towards reaching a Brexit deal with the European Union in October, Prime Minister Theresa May said on Wednesday.","2018-09-05"
"3466","Merkel's allies want close ties with Britain, reject hard Brexit","German Chancellor Angela Merkel's CSU Bavarian allies said on Wednesday that they wanted to have a close relationship with Britain after its departure from the European Union.","2018-09-05"
"3467","Former BoE chief says UK heading for ""Brexit in name only""","Former Bank of England governor Mervyn King said the United Kingdom was probably heading towards a 'Brexit in name only' because the British political elite had been so incompetent in negotiating an exit from the European Union.","2018-09-05"
"3468","UK's upbeat Brexit progress report given short shrift by parliament","An exit deal between Britain and the European Union is within sight, Brexit minister Dominic Raab told parliament on Tuesday, as lawmakers from all sides told him the current negotiating plan had little hope of winning their approval.","2018-09-05"
"3469","Merkel to commit all creativity to Brexit deal, but cannot promise success","Germany is doing all it can to ensure the European Union and Britain reach a divorce deal, Chancellor Angela Merkel said on Tuesday, warning that success was not guaranteed.","2018-09-04"
"3470","Germany working hard to secure Brexit deal, but can't rule out failure - Merkel","Germany and its partners in the European Union are putting all their energy into securing a deal with Britain on its planned exit from the bloc, Chancellor Angela Merkel said on Tuesday, adding there was no guarantee an agreement would be reached.","2018-09-04"
"3471","Britain must press EU members to help get Brexit deal - May","Britain must step up contact with members of the European Union to try to get a Brexit deal as talks to leave the bloc enter a ""crucial and intense phase"", Prime Minister Theresa May agreed with her ministers on Tuesday.","2018-09-04"
"3472","UK finance minister will set out budget timing in 'usual way' - May's spokesman","British finance minister Philip Hammond will set out the timing for his next budget in ""the usual way"", a spokesman for Prime Minister Theresa May said on Tuesday after a newspaper reported that his fiscal statement would come early.","2018-09-04"
"3473","UK has looked at economic impact of Brexit plans - Senior Brexit ministry official","The British government has done work looking at the economic impact of Prime Minister Theresa May's ""Chequers"" Brexit proposals, the most senior official in the Brexit ministry said on Tuesday.","2018-09-04"
"3474","Senior UK Brexit ministry official says confident plans in place for 'no-deal' Brexit","The most senior official in Britain's Brexit ministry said on Tuesday he was confident that plans were in place for the possibility of Britain leaving the European Union without a deal.","2018-09-04"
"3475","No-deal Brexit odds hold at one in four, economists say - Reuters poll","The chances Britain will leave the European Union in March without a deal are one in four, a Reuters poll found, and the Bank of England is likely to wait until after Brexit before raising borrowing costs again.","2018-09-04"
"3476","Critics 'chuck rocks from both sides' at May's Brexit plans","Prime Minister Theresa May's Brexit strategy means disaster for Britain, her former foreign secretary Boris Johnson said, as critics at home and officials in Brussels stepped up their opposition to her plans for how to leave the European Union.","2018-09-03"
"3477","EU Parliament aims to endorse any deal just two weeks before Brexit day","The European Parliament expects to be able to endorse any deal with London just two weeks before Britain leaves the EU on March 29, a leading lawmaker said on Monday, highlighting how tight the schedule is to agree on divorce terms and future ties.","2018-09-03"
"3478","PM May's Brexit plan only credible one, can get parliament's support - spokesman","Prime Minister Theresa May believes that her Brexit proposal is the ""only credible and negotiable plan"" for Britain to leave the European Union and that it can get the support of parliament, her spokesman said on Monday.","2018-09-03"
"3479","May stands firm on her Brexit plan, but scepticism persists","Prime Minister Theresa May said she would not allow compromises to her Brexit strategy that went against the national interest, seeking to allay fears among some in her Conservative Party that she will cave in to Brussels' demands in negotiations.","2018-09-02"
"3480","EU-Britain customs union deal would prevent disruption - Barnier","Companies will face disruption to their supply chains if Britain leaves the European Union without securing continued access to the bloc's single market or a customs union, EU chief Brexit negotiator Michel Barnier told a German newspaper.","2018-09-01"
"3481","EU, Britain talk up chances of autumn Brexit deal","EU and UK negotiators on Friday talked up prospects of agreeing a Brexit deal this autumn, citing recent progress in detailing very close security cooperation to take effect after Britain leaves the bloc.","2018-09-01"
"3482","Raab 'stubbornly optimistic' of Brexit deal with EU","Brexit minister Dominic Raab said he was ""stubbornly optimistic"" that Britain would reach a deal with the European Union on the terms of its departure from the bloc in time for an October meeting of EU leaders.","2018-09-01"
"3483","FTSE to lag peers as investors fret about no-deal Brexit - Reuters poll","Britain's FTSE 100 will take until the end of next year to return close to record levels, according to a Reuters poll, held back in the near-term as investors grapple with the possibility that Britain leaves the European Union with no deal.","2018-08-31"
"3484","UK consumers defy Brexit blues, but companies fret - surveys","British consumers appear little fazed by the possibility of a no-deal Brexit, but businesses have turned more worried, surveys showed on Friday.","2018-08-31"
"3485","UK sees record drop in foreigners' holdings of government debt","Foreigners' net holdings of British government debt fell by a record amount last month, a move partly driven by a large volume of maturing bonds but one which also revived concerns about the effect of Brexit on investor appetite.","2018-08-30"
"3486","Germany urges Europe not to adopt a 'Europe First' policy","Germany's finance minister warned against following a ""Europe First"" policy and said it was unclear whether the European Union would reach a Brexit agreement with Britain.","2018-08-30"
"3487","German finmin believes much euro clearing will move to Frankfurt","German Finance Minister Olaf Scholz said on Thursday he believed a large part of euro clearing would move to mainland Europe and Frankfurt over time.","2018-08-30"
"3488","EU's Barnier says must prepare for a 'no-deal' Brexit","The European Union's chief Brexit negotiator Michel Barnier said on Thursday the bloc must prepare for a no-deal Brexit, even if its goal was an orderly exit.","2018-08-30"
"3489","EU's Barnier offers Britain close ties but 'no single market a la carte'","The European Union is prepared to offer Britain an unprecedentedly close relationship after it quits the bloc but would not allow anything that weakened the body's single market, chief Brexit negotiator Michel Barnier said on Wednesday.","2018-08-30"
"3490","UK sees several possible causes of no-deal Brexit","A British departure from the European Union without an agreed exit deal could be triggered by several different events, Brexit minister Dominic Raab said on Wednesday, adding that Britain was prepared for the risks.","2018-08-29"
"3491","UK minister: If EU punishes City of London, non-EU financial centres will benefit","Financial centres outside the European Union would be the benefactors if the European Union sought to punish the City of London as Britain leaves the bloc, Brexit minister Dominic Raab said on Wednesday.","2018-08-29"
"3492","Barnier offers Britain close ties but no 'single market a la carte'","The European Union's chief Brexit negotiator Michel Barnier said the bloc was prepared to offer Britain an unprecedentedly close relationship after it quits the EU, but it would not permit anything that weakened the body's single market.","2018-08-29"
"3493","UK could hold back EU payments without Brexit deal - UK's Raab","Britain could choose to withhold some payments to the European Union if a deal to ease its exit from the bloc is not reached before it leaves in March, Brexit minister Dominic Raab told legislators on Wednesday.","2018-08-29"
"3494","UK's Brexit plan has had 'reasonably positive' reaction from EU states - minister","Britain's negotiating stance on Brexit, published in July, has received a reasonably positive reaction from other members of the European Union, Brexit minister Dominic Raab said on Wednesday.","2018-08-29"
"3495","Germany tells drugmakers to check supply chains for no-deal Brexit risks","German drugmakers have been asked by the government to examine their supply chains for any vulnerability that could cause shortages of essential drugs in the event that Britain leaves the European Union without a Brexit deal.","2018-08-29"
"3496","Talk of no-deal Brexit is 'a negotiating position' - Irish minister","Talk of Britain leaving the European Union without an exit deal is more a negotiating position than a reality as such a scenario would benefit neither side, Ireland's foreign minister told Reuters on Tuesday.","2018-08-29"
"3497","May says no-deal Brexit not 'the end of the world' - Sky","Prime Minister Theresa May has said that failing to secure a deal with the European Union before Britain leaves the bloc next year ""wouldn't be the end of the world"", Sky News reported on Tuesday.","2018-08-28"
"3498","Liam Fox urges Asia counterparts to convey Brexit views to EU - CNBC","Trade Secretary Liam Fox has urged his Asian counterparts to make their views on Brexit known to the European Union, he told CNBC on Tuesday.","2018-08-28"
"3499","Germany's Maas says hard Brexit 'not yet off the table'","German Foreign Minister Heiko Maas on Tuesday said there was still the risk of a hard Brexit and the European Union must prepare for every outcome in its divorce talks with Britain.","2018-08-28"
"3500","Germany wants to avoid no-deal Brexit - Maas","Germany's Foreign Minister Heiko Maas said on Tuesday that Berlin wants to avoid a disorderly Brexit, meaning the risk of Britain crashing out of the European Union without a deal, but he added that officials were also preparing for such an outcome.","2018-08-28"
"3501","Irish foreign minister urges UK to clarify its Brexit stance","Ireland's Foreign Minister Simon Coveney said on Tuesday that more clarity was needed about Britain's stance regarding its planned departure from the European Union.","2018-08-28"
"3502","France to make contingency plans for no-deal Brexit","French Prime Minister Edouard Philippe on Monday asked his ministers to prepare contingency measures in case of a no-deal Brexit.","2018-08-28"
"3503","Macron says Brexit cannot divide EU, criticises Trump's isolationism","President Emmanuel Macron on Monday said preserving European Union unity was more important than forging a close relationship with post-Brexit Britain, and hit out at what he called U.S. President Donald Trump's ""aggressive"" isolationism.","2018-08-27"
"3504","Conservatives split again by Hammond's Brexit warning","The split in Britain's ruling party over how to leave the European Union was exposed again on Friday as pro-Brexit MPs turned on the Chancellor for his latest warning that a so-called hard Brexit would hurt the economy.","2018-08-24"
"3505","UK says Brexit could hit banks' stock of 'risk free' EU debt","Britain could force European Union banks operating in London to start holding capital against inventory of riskier EU government bonds in the case of a 'no-deal' Brexit.","2018-08-24"
"3506","UK food exports to EU may be stalled by 'no deal' Brexit - NFU","Britain could be barred from exporting some food to the European Union for months if it leaves the bloc without a deal, the National Farmers Union said on Thursday after the government published reports on that scenario.","2018-08-24"
"3507","UK minister says November Brexit deal would be manageable","Britain would be able to handle a delay in securing a Brexit deal with the European Union if the talks extended into November and missed their informal October deadline, cabinet office minister David Lidington said on Friday.","2018-08-24"
"3508","No-deal Brexit will bring tangle of red tape, Britain warns companies","Britain on Thursday told companies trading with the European Union they would face a tangle of red tape, possible border delays and more costly credit card payments if the government fails to negotiate an exit deal before Britain leaves the bloc.","2018-08-23"
"3509","Hunt says parliament will only approve Brexit deal consistent with vote","Foreign secretary, Jeremy Hunt, said on Thursday he believed the British parliament would only approve a Brexit deal that was consistent with the ""letter and spirit"" of the 2016 referendum result in favour of leaving the European Union.","2018-08-23"
"3510","Austria's Kurz wants to help EU's Barnier avoid a hard Brexit","Austrian Chancellor Sebastian Kurz, whose country holds the rotating European Union presidency, said on Thursday he wanted to help the EU's chief Brexit negotiator avoid a hard Brexit.","2018-08-23"
"3511","Britons living in EU could lose access to UK bank services in no-deal Brexit","Britons living in the European Union could lose access to their UK bank account services and businesses on the continent could be cut off from investment banks in London if there is a no-deal Brexit, the British government said on Thursday.","2018-08-23"
"3512","British businesses relieved at no-deal Brexit VAT tweak","British business welcomed a commitment from the government to change how import VAT has to be paid should Britain leave the European Union without a deal - a technical accounting tweak that should avert a cashflow ""time bomb"" for many companies.","2018-08-23"
"3513","'Safe as houses'? Brexit looms over UK real estate market","Investors are ditching British real estate as Brexit uncertainty, rising interest rates and inflation erode house prices and office values in a market hurtling towards a potentially messy exit from the European Union.","2018-08-23"
"3514","UK calls for extra six weeks of Brexit drug stockpiles","The British government called on Thursday for drugmakers to build an additional six weeks of medicines stockpiles to cope with potential supply disruption in the event of a no-deal Brexit - a target the industry said would be challenging.","2018-08-23"
"3515","Factbox - Reaction to the British government's 'no deal' Brexit plans","Britain on Thursday set out a series of notes detailing what could happen if it fails to reach a Brexit deal with the European Union, acknowledging that firms would face a tangle of red tape and possible delays at the border.","2018-08-23"
"3516","Factbox - Britain sets out plans for 'no-deal' Brexit","Britain has published 25 so-called technical notices advising companies and people how to prepare for any disruption that might arise from a disorderly Brexit where there is no deal with the European Union.","2018-08-23"
"3517","Brexit minister confident Britain will reach deal with EU","Britain's Brexit Minister Dominic Raab said he was confident a good deal with the European Union remained in sight, but it was right to set out a ""measured and proportionate"" approach outlining the risks if the two sides cannot agree.","2018-08-23"
"3518","Scotland's Sturgeon says Brexit endangers economy","Scotland's pro-independence First Minister said Britain's impending departure from the European Union would damage the economy in Scotland and the rest of the United Kingdom, and that she would not block another Brexit referendum.","2018-08-22"
"3519","Exclusive - Britain extends lead as king of currencies despite Brexit vote","Britain has extended its lead in the global currency trading business in the two years since it voted to leave the European Union, in another sign London is likely to continue to be one of the world's top two financial centres even after Brexit.","2018-08-22"
"3520","EU expects delay in Brexit deal beyond October target","European Union leaders are likely to have to hold an emergency summit in November to consider any Brexit agreement struck with Britain, missing an informal deadline the previous month, diplomats in Brussels said.","2018-08-21"
"3521","EU expects delay in Brexit deal beyond October target","European Union leaders are likely to have to hold an emergency summit in November to consider any Brexit agreement struck with Britain, missing an informal deadline the previous month, diplomats in Brussels said.","2018-08-21"
"3522","EU's Barnier says Brexit must keep bloc's single market intact","The European Union's Brexit negotiator said on Tuesday any agreement with Britain on their future relationship must respect the bloc's single market rules.","2018-08-21"
"3523","Raab hopes Brexit deal with EU still possible in October","Britain is confident it can reach a Brexit agreement with the European Union in October, the country's chief negotiator on leaving the bloc said on Tuesday.","2018-08-21"
"3524","Britain presses for more EU sanctions against Russia","Britain pressed the European Union on Tuesday to increase sanctions against Russia, saying it should stand ""shoulder to shoulder"" with the United States, which hit Moscow with new economic restrictions this month.","2018-08-21"
"3525","Kremlin declines to comment on UK call for more EU sanctions against Russia","The Kremlin on Tuesday declined to comment on a British call for the European Union to increase sanctions against Russia, saying it was not yet familiar with the details of what London was proposing.","2018-08-21"
"3526","UK says aims to boost exports to 35 percent of GDP, gives no timeframe","Britain aims to boost exports to 35 percent of gross domestic product after leaving the European Union as it looks to increase trade ties with the rest of the world, its trade minister said on Tuesday, but he gave no timeframe for reaching the target.","2018-08-21"
"3527","Britain can't afford to close door to EU banks after Brexit","Britain is expected to keep the door open for European Union banks and investors after Brexit to try to preserve London's global financial clout, irrespective of whether it gets a good trade deal from the bloc, bankers and industry officials say.","2018-08-21"
"3528","Britain can't afford to close door to EU banks after Brexit","Britain is expected to keep the door open for European Union banks and investors after Brexit to try to preserve London's global financial clout, irrespective of whether it gets a good trade deal from the bloc, bankers and industry officials say.","2018-08-21"
"3529","UK trade minister - EU risks hurting image with Brexit handling: Sky News","British trade minister Liam Fox said on Tuesday that the European Union risks damaging its standing in the world if it pursues a Brexit that puts its own ""ideological purity"" ahead of needs of its citizens.","2018-08-21"
"3530","UK households upbeat about their income, worried over Brexit","British households are the most upbeat about their finances since early 2015, buoyed by near-record employment, but the approach of Brexit and concerns about inflation are making them worry more about the future, a survey showed on Monday.","2018-08-20"
"3531","Brexit vote could 'in theory' be reversed - EU minister Moscovici","Britain's vote to leave the European Union could ""in theory"" be reversed although there is a still a strong probability it will go ahead, said the European Commissioner for Economic and Financial Affairs Pierre Moscovici on Monday.","2018-08-20"
"3532","May could face trouble over Brexit deal, Conservative lawmaker warns","Prime Minister Theresa May could face trouble getting her Brexit deal approved by the British parliament before exit day unless she changes her proposals, the head of an influential group of pro-Brexit lawmakers said in an interview published on Sunday.","2018-08-20"
"3533","Superdry co-founder gives 1 million pounds to campaign for second Brexit vote","The co-founder of fashion brand Superdry  is donating a million pounds ($1.28 million) to the campaign for a referendum on the final Brexit agreement as Britain prepares to outline in more detail how a no-deal outcome would work.","2018-08-19"
"3534","UK hopes to pick up Brexit talks pace with Raab-Barnier meeting on Tuesday","Britain's Brexit minister Dominic Raab will travel to Brussels on Tuesday in a bid to pick up the pace of Brexit talks with the EU's chief negotiator Michel Barnier, Prime Minister Theresa May's office said on Saturday.","2018-08-18"
"3535","London mayor Khan consults disaster planners over no-deal Brexit","London's mayor Sadiq Khan said on Friday he had asked the organisation that deals with militant attacks and disasters in the British capital to assess the impact of a ""no-deal"" Brexit on access to medicines and food and on law and order.","2018-08-17"
"3536","Significant short-term market impact to no-deal Brexit - Hunt","The short-term market impact will be significant if Britain leaves the European Union without a deal, Foreign Secretary Jeremy Hunt said during a visit to Latvia on Wednesday.","2018-08-15"
"3537","Can Britain alone stop Brexit? Scottish court hears appeal","Pro-EU campaigners seeking to establish legally that Britain alone could stop the Brexit process took an appeal to Scotland's top court on Wednesday.","2018-08-15"
"3538","Brexit deal should be flexible, open to adjustments - Merkel","Any agreement Britain reaches with the European Union on its exit from the bloc should be flexible and open to future adjustments, German Chancellor Angela Merkel said on Tuesday, as the risk of a no-deal Brexit increases.","2018-08-14"
"3539","Risk of no-deal Brexit rising, 'everyone needs to prepare' - Hunt","The risk of a no-deal Brexit has been increasing and the European Union commission needs to change its attitude if a deal is to be reached, foreign secretary Jeremy Hunt said on Tuesday.","2018-08-14"
"3540","Moody's converts Stockholm to subsidiary to navigate Brexit","Credit ratings agency Moody's  is converting its Stockholm branch into a subsidiary as the sector faces regulatory pressure to have enough staff in the European Union post Brexit.","2018-08-13"
"3541","That sinking feeling? Sterling traders prepare for Brexit meltdown","Having sunk to 13-month lows, sterling could fall by up to another 10 percent in the coming months should Britain crash out of the European Union without a deal on future trade ties, luring more speculators to bet against the currency.","2018-08-13"
"3542","Disorder, deal or dead-end - How will Brexit play out?","The United Kingdom is due to leave the European Union on March 29, yet little is clear: There is, so far, no divorce deal, rivals to Prime Minister Theresa May are circling and some MPs are pushing for a rerun of the 2016 referendum.","2018-08-13"
"3543","UK gilt curve gives another glimpse of 'no deal' Brexit nerves","The risk of Britain crashing out of the European Union without a trade agreement has dragged sterling to its lowest in almost a year this week, and the prospect of a 'no deal' Brexit has also infected the UK government bond market in recent months.","2018-08-10"
"3544","UK voters should make final Brexit decision if talks with EU collapse - poll","If Brexit talks break down without a deal, half of Britons believe the final decision over whether to leave the European Union should be taken by the public in a referendum, according to a survey of more than 10,000 people published on Friday.","2018-08-10"
"3545","Brexit uncertainty is depressing UK growth - Hammond","Uncertainty over Brexit is depressing economic growth in Britain, Chancellor Philip Hammond said on Friday after official data showed lacklustre year-on-year expansion.","2018-08-10"
