"","Headline","Description","Date"
"2164","Crises spoil Chinese, Russian appetite for luxury London property","Crises at home and turmoil on world markets may have taken the shine off London's luxury property market for Chinese, Russian and Middle Eastern investors: some are even looking to sell up.","2016-02-05"
"2165","Bank of England cuts growth outlook, rate hike a distant prospect","The Bank of England cut its growth forecasts on Thursday and the only policymaker who had been pushing for a rate hike reversed his position, suggesting rates will stay on hold for the foreseeable future.","2016-02-05"
"2166","UK starting salaries rise in January at slowest pace since 2013 ","British starting salaries for new permanent and temporary jobs rose last month at the slowest pace since October 2013, according to a survey on Friday which will do little to quell the Bank of England's unease about a slowdown in wage growth.","2016-02-05"
"2167","UK house price growth surges again in January ","British house prices rose at a much stronger pace than expected last month, fuelled by a shortage of new homes coming to the market, mortgage lender Halifax said on Thursday.","2016-02-04"
"2168","UK new car registrations rose at least 3 percent in January ","British new car registrations rose by at least 3 percent year-on-year in January, according to preliminary industry data, continuing a series of rises helped by low interest rates, cheap credit and rising consumer confidence.","2016-02-04"
"2169","Moody's says June EU vote would ease uncertainty for UK economy ","A June referendum in Britain on whether to remain part of the European Union would reduce political and economic uncertainty caused by the vote, Moody's said on Wednesday, warning again that a ""Brexit"" would be negative for the UK's credit rating.","2016-02-04"
"2170","Bank of England to head back to the sidelines as global growth slows","The Bank of England is expected to show on Thursday that interest rates are back on hold while it waits for signs of turnarounds in the slowing global economy and fading British wage growth.","2016-02-04"
"2171","Bank of England to tread fine line on distant rate bets","The Bank of England probably disagrees with investors who think it will keep interest rates at a record low for almost another two years, but it's unlikely to say so very loudly on Thursday.","2016-02-02"
"2172","UK consumers most confident since August, but wary of year ahead","British consumer morale rose for a second month in a row in January to hit its highest level since last summer, but households remain pessimistic about the outlook for the country's economy, a survey showed on Friday.","2016-01-29"
"2173","UK retail sales slip, shops braced for weakness ahead ","British shop sales lost pace slightly in the first half of January as mild weather hurt sales of winter clothing, and retailers expect their weakest performance since 2013 in the three months ahead, a survey showed on Thursday.","2016-01-28"
"2174","UK annual GDP growth slows to weakest in nearly three years in fourth quarter","Britain's economy ended 2015 on a soft note after the annual pace of growth slowed to its weakest in nearly three years as the global economic slowdown weighed on its previously rapid expansion.","2016-01-28"
"2175","UK housing starts indicator exceeds long-run average in 2015","The number of new homes registered for construction by British builders in 2015 rose to its highest since the financial crisis, despite a slowdown in the second half of the year, an industry group said on Thursday.","2016-01-28"
"2176","UK house price growth slows, mortgage approvals dip","British house prices rose at a slower pace than expected in January after a fall in mortgage approvals the month before, although mortgage lender Nationwide said on Wednesday that momentum should pick up in 2016 as a whole.","2016-01-27"
"2177","UK mortgage approvals fall to seven-month low in December ","British banks approved the fewest mortgages for house purchase since May last month, though overall approvals were still up by almost a fifth on December 2014, industry figures showed on Wednesday.","2016-01-27"
"2178","BoE's Carney says Brexit fears could pose current account deficit risk","Worries about Britain's EU membership and the global economy could test the ""kindness of strangers"" who fund the country's hefty current account deficit, Bank of England Governor Mark Carney said on Tuesday.","2016-01-27"
"2179","BoE's Forbes predicts ""abysmal"" productivity data for UK ","Britain's fourth quarter productivity data are likely to be ""abysmal"", Bank of England Monetary Policy Committee member Kristin Forbes said on Tuesday, although she stressed the underlying trends were more important than a single data point.","2016-01-26"
"2180","BoE's Haldane says world economy could slow but unlikely to contract","While the world economy could slow as Chinese output moderates, it is unlikely to contract, Bank of England chief economist Andy Haldane told a local newspaper on Tuesday.","2016-01-26"
"2181","First BoE hike pushed back to fourth quarter - Reuters poll","Expectations for the first hike in interest rates from the Bank of England have receded to the fourth quarter, the second time in three weeks that analysts have pushed back their forecasts, a Reuters poll found on Tuesday.","2016-01-26"
"2182","UK interest rate markets hint at chance of BoE cut - dealers","UK derivatives markets moved on Tuesday to price in a marginal chance of a cut in Bank of England interest rates in the next six months, a reflection of this month's growing gloom over the outlook for the global economy and sterling.","2016-01-26"
"2183","BoE's Carney says conditions not yet in place for rate hike","Bank of England Governor Mark Carney said on Tuesday that the conditions for an interest rate rise were not yet in place, reiterating his comments last week suggesting the central bank was some way off raising interest rates.","2016-01-26"
"2184","Carney says to decide by end 2016 whether to extend stay at BoE","Bank of England Governor Mark Carney said on Tuesday he would decide by the end of this year whether he would seek to serve as head of the central bank for longer than the five years he originally agreed to stay in the job.","2016-01-26"
"2185","BoE's Forbes says oil price fall allows ""a bit more time"" before rate rise","The latest fall in oil prices allows the Bank of England ""the luxury of a bit more time"" before deciding if the job market is tight enough to require an interest rate rise, BoE policymaker Kristin Forbes said in a speech on Monday.","2016-01-26"
"2186","Public finances of 11 EU countries are at high risk in medium-term ","Eleven European Union countries including France, Italy and  Britain face high risks to the sustainability of their public finances because even 10 years from now their public debt will still be high, the European Commission said on Monday.","2016-01-26"
"2187","UK factory orders weaken in January, but CBI sees some recovery","British factory orders weakened in January hit by weak demand for exports, but there were signs of a possible recovery in early 2016, an industry survey showed.","2016-01-25"
"2188","UK watchdog ""deeply concerned"" about leak of official statistics","Hundreds of British civil servants received unauthorised access to potentially market-sensitive data earlier this week before it was officially released, the country's statistics watchdog said on Friday.","2016-01-23"
"2189","UK Christmas retail sales slide, pressure on public finances eases","British consumers reined in their Christmas spending by the biggest amount in over six years but there was more cheer for Chancellor George Osborne after government borrowing dropped sharply, official data showed on Friday.","2016-01-22"
"2190","Investors rush for UK buy-to-let homes ahead of tax hike","Investors are looking more urgently for buy-to-let properties in Britain ahead of the introduction of a tax hike aimed at cooling one engine of the country's housing market, a survey showed on Thursday.","2016-01-21"
"2191","UK car production hit 10-year high in 2015","British car output hit a 10-year high in 2015, the Society of Motor Manufacturers and Traders said on Thursday, but fell short of an industry forecast due partly to falling demand in Russia and China.","2016-01-21"
"2192","UK employers remain cautious in early 2016 pay deals ","British employers have remained cautious as they set pay offers going into 2016, according to a survey on Thursday that underscores why the Bank of England is in no hurry to raise interest rates.","2016-01-21"
"2193","Sluggish wage growth keeps pressure off the BoE for a rate hike","Wage growth in Britain slowed in the three months to November even though unemployment fell to its lowest since early 2006, underlining why the Bank of England is saying it will take its time before raising interest rates.","2016-01-20"
"2194","Market tailspin hastens the economic shock it fears","One of the biggest worries about this month's sudden seizure in world markets is how puzzled investors have been left by it, and how many are just wishing it away as a temporary blip.","2016-01-20"
"2195","Bank of England's Carney says has no set timetable for rate rise","LONDON - Bank of England Governor Mark Carney said on Tuesday that he did not have a ""set timetable"" for raising British interest rates and wanted to see faster growth and stronger underlying inflation first.","2016-01-19"
"2196","UK inflation was zero in 2015 despite December lift ","British inflation edged up to an 11-month high in December after a spike in airfares, but prices for 2015 as a whole were flat for the first time since records began in 1950, putting the Bank of England under no pressure to raise rates.","2016-01-19"
"2197","BoE's Vlieghe ""patient"" on rate hike, could back cut if slowdown worsens","The Bank of England's newest policymaker Gertjan Vlieghe said on Monday he would take a ""patient"" approach to raising interest rates and there was even a chance he might favour a cut if a slowdown in Britain's economy worsened.","2016-01-19"
"2198","BoE says banks report big rise in demand for personal loans","British banks saw a notable rise in demand for personal loans and other unsecured credit in late 2015 which was expected to remain strong in early 2016, the Bank of England said.","2016-01-15"
"2199","UK construction output sees biggest annual drop since 2013","Britain's construction output unexpectedly fell in November, seeing its biggest annual drop since May 2013 in the latest sign that the economy may struggle to bounce back strongly from a mid-year slowdown.","2016-01-15"
"2200","Bank of England unruffled by oil slump and share price slide","The Bank of England said it expects only a slight drag on inflation from the renewed plunge in global oil prices as policymakers voted overwhelmingly again on Thursday to keep interest rates at a record low.","2016-01-15"
"2201","Bank of England sees oil slump weighing a bit on inflation","Bank of England policymakers expect the recent plunge in oil prices will weigh a bit on British inflation in the coming months but said it remains unclear if the impact would be lasting.","2016-01-14"
"2202","First UK rate rise call pushed to Q3; EU future main economic concern - Reuters poll","The Bank of England will hold off raising interest rates at least until July - later than economists forecast as recently as last week, according to a Reuters poll.","2016-01-14"
"2203","Oil's fall, slow wage growth to weigh on Bank of England rate vote","The Bank of England looks likely to signal another delay in raising interest rates on Thursday thanks to a renewed oil price slump, sputtering wage growth and the approach of an unsettling vote on Britain's European Union membership.","2016-01-14"
"2204","Growth in ad budgets slows amid fears over UK economy ","The number of British companies that raised their advertising budgets in the fourth quarter of 2015 slowed to its lowest level in nearly three years as concerns over the economy grew, according to an industry survey on Thursday.","2016-01-14"
"2205","Amateur landlords under attack as British home ownership falls","They have pocketed some of the most lucrative returns available to investors in recent decades and been a staple of newspapers' personal finance pages, but tougher times now lie ahead for Britain's army of small-time landlords.","2016-01-13"
"2206","UK industrial output suffers sharpest fall since early 2013","British industrial output suffered its sharpest fall in almost two years in November and retail spending disappointed over Christmas, denting hopes that the economy bounced back from a mid-year slowdown at the end of 2015.","2016-01-13"
"2207","UK economy likely picked up speed in Q4 2015 - NIESR","Britain's economy probably expanded 0.6 percent in the last three months of 2015, picking up from a mid-year slowdown and putting growth for the year close to its long-run trend, a think tank said on Tuesday.","2016-01-13"
"2208","UK economy likely picked up speed in Q4 2015 - NIESR","LONDON - Britain's economy probably expanded 0.6 percent in the last three months of 2015, picking up from a mid-year slowdown and putting growth for the year close to its long-run trend, a think tank said on Tuesday.","2016-01-12"
"2209","Mild weather drives biggest fall in UK industrial output since early 2013","British industrial output suffered its sharpest fall since early 2013 in November as warmer than usual weather curbed demand for heating gas, and manufacturing contracted for a second month.","2016-01-12"
"2210","UK stores suffer ""disappointing"" Christmas as sales growth slows ","British retail spending over the crucial Christmas period recorded its weakest quarterly growth in more than a year as stores competed to offer discounts, industry data showed on Tuesday.","2016-01-12"
"2211","British employers keep tight grip on pay despite recovery","Britain's economy is heading into its seventh year of growth after the financial crisis but for many employers such as Mike Naylor, who runs a small metal-casting firm, business is too uncertain to raise staff pay by much this year.","2016-01-11"
"2212","Flood clean-up promises silver lining for UK construction firms","Britain's wettest December in a century could herald brighter prospects for UK engineering and infrastructure stocks this year as companies bid for contracts to repair storm damage and boost the nation's flood defences.","2016-01-11"
"2213","UK losing shine as competitive base for manufacturers - survey ","Britain is becoming less competitive as a base for manufacturers, according to a group representing the factory sector which warned the government against laying further costs on firms which make cars, chemicals and other goods in the UK.","2016-01-11"
"2214","Cheaper oil helps narrow UK trade gap in November","Britain's trade deficit with the rest of the world narrowed in November as cheaper oil prices reduced the cost of imports, helping to offset a record goods trade deficit with other European Union countries.","2016-01-08"
"2215","UK permanent starting salary growth hits two-year low in December","Salaries for people starting permanent jobs in Britain rose at the weakest pace in over two years in December, further clouding the outlook for the kind of wage growth needed to fuel Britain's economic recovery, a survey showed.","2016-01-08"
"2216","After record UK car sales, Europe to look south for more growth ","Europe's second biggest auto market Britain recorded its highest ever car sales in 2015, but the continent will likely need a continued recovery in southern European markets to drive growth this year, industry experts said on Thursday.","2016-01-08"
"2217","Osborne warns of ""dangerous cocktail"" of threats for 2016","Chancellor George Osborne warned on Thursday that the economy faced a ""dangerous cocktail"" of threats from abroad and he urged against complacency after two years of solid growth.","2016-01-07"
"2218","British new car sales seen flat in 2016 after all-time high","British new car registrations are likely to be flat in 2016 after four years of strong rises including an all-time high last year, an industry body said on Thursday.","2016-01-07"
"2219","UK new car sales hit all-time high in 2015 ","British new car registrations hit an all-time high last year, an industry body said on Thursday, helped by rising consumer confidence, the strength of the pound and cheap car loans.","2016-01-07"
"2220","Osborne says interest rates will rise at some point ","Chancellor George Osborne said on Thursday there will come a point when interest rates rise from record low levels in Britain, and that could be interpreted a sign of economic strength.","2016-01-07"
"2221","","",""
"2222","","",""
"2223","","",""
"2224","","",""
"2225","","",""
"2226","","",""
"2227","","",""
"2228","","",""
"2229","","",""
"2230","","",""
"2231","","",""
"2232","","",""
"2233","","",""
"2234","","",""
"2235","","",""
"2236","","",""
"2237","","",""
"2238","","",""
"2239","","",""
"2240","","",""
"2241","","",""
"2242","","",""
"2243","","",""
"2244","","",""
"2245","","",""
"2246","","",""
"2247","","",""
"2248","","",""
"2249","","",""
"2250","","",""
"2251","","",""
"2252","","",""
"2253","","",""
"2254","","",""
"2255","","",""
"2256","","",""
"2257","","",""
"2258","","",""
"2259","","",""
"2260","","",""
"2261","","",""
"2262","","",""
"2263","","",""
"2264","","",""
"2265","","",""
"2266","","",""
"2267","","",""
"2268","","",""
"2269","","",""
"2270","","",""
"2271","","",""
"2272","","",""
"2273","","",""
"2274","","",""
"2275","","",""
"2276","","",""
"2277","","",""
"2278","","",""
"2279","","",""
"2280","","",""
"2281","","",""
"2282","","",""
"2283","","",""
"2284","","",""
"2285","","",""
"2286","","",""
"2287","","",""
"2288","","",""
"2289","","",""
"2290","","",""
"2291","","",""
"2292","","",""
"2293","","",""
"2294","","",""
"2295","","",""
"2296","","",""
"2297","","",""
"2298","","",""
"2299","","",""
"2300","","",""
"2301","","",""
"2302","","",""
"2303","","",""
"2304","","",""
"2305","","",""
"2306","","",""
"2307","","",""
"2308","","",""
"2309","","",""
"2310","","",""
"2311","","",""
"2312","","",""
"2313","","",""
"2314","","",""
"2315","","",""
"2316","","",""
"2317","","",""
"2318","","",""
"2319","","",""
"2320","","",""
"2321","","",""
"2322","","",""
"2323","","",""
"2324","","",""
"2325","","",""
"2326","","",""
"2327","","",""
"2328","","",""
"2329","","",""
"2330","","",""
"2331","","",""
"2332","","",""
"2333","","",""
"2334","","",""
"2335","","",""
"2336","","",""
"2337","","",""
"2338","","",""
"2339","","",""
"2340","","",""
"2341","","",""
"2342","","",""
"2343","","",""
"2344","","",""
"2345","","",""
"2346","","",""
"2347","","",""
"2348","","",""
"2349","","",""
"2350","","",""
"2351","","",""
"2352","","",""
"2353","","",""
"2354","","",""
"2355","","",""
"2356","","",""
"2357","","",""
"2358","","",""
"2359","","",""
"2360","","",""
"2361","","",""
"2362","","",""
"2363","","",""
"2364","","",""
"2365","","",""
"2366","","",""
"2367","","",""
"2368","","",""
"2369","","",""
"2370","","",""
"2371","","",""
"2372","","",""
"2373","","",""
"2374","","",""
"2375","","",""
"2376","","",""
"2377","","",""
"2378","","",""
"2379","","",""
"2380","","",""
"2381","","",""
"2382","","",""
"2383","","",""
"2384","","",""
"2385","","",""
"2386","","",""
"2387","","",""
"2388","","",""
"2389","","",""
"2390","","",""
"2391","","",""
"2392","","",""
"2393","","",""
"2394","","",""
"2395","","",""
"2396","","",""
"2397","","",""
"2398","","",""
"2399","","",""
"2400","","",""
"2401","","",""
"2402","","",""
"2403","","",""
"2404","","",""
"2405","","",""
"2406","","",""
"2407","","",""
"2408","","",""
"2409","","",""
"2410","","",""
"2411","","",""
"2412","","",""
"2413","","",""
"2414","","",""
"2415","","",""
"2416","","",""
"2417","","",""
"2418","","",""
"2419","","",""
"2420","","",""
"2421","","",""
"2422","","",""
"2423","","",""
"2424","","",""
"2425","","",""
"2426","","",""
"2427","","",""
"2428","","",""
"2429","","",""
"2430","","",""
"2431","","",""
"2432","","",""
"2433","","",""
"2434","","",""
"2435","","",""
"2436","","",""
"2437","","",""
"2438","","",""
"2439","","",""
"2440","","",""
"2441","","",""
"2442","","",""
"2443","","",""
"2444","","",""
"2445","","",""
"2446","","",""
"2447","","",""
"2448","","",""
"2449","","",""
"2450","","",""
"2451","","",""
"2452","","",""
"2453","","",""
"2454","","",""
"2455","","",""
"2456","","",""
"2457","","",""
"2458","","",""
"2459","","",""
"2460","","",""
"2461","","",""
"2462","","",""
"2463","","",""
"2464","","",""
"2465","","",""
"2466","","",""
"2467","","",""
"2468","","",""
"2469","","",""
"2470","","",""
"2471","","",""
"2472","","",""
"2473","","",""
"2474","","",""
"2475","","",""
"2476","","",""
"2477","","",""
"2478","","",""
"2479","","",""
"2480","","",""
"2481","","",""
"2482","","",""
"2483","","",""
"2484","","",""
"2485","","",""
"2486","","",""
"2487","","",""
"2488","","",""
"2489","","",""
"2490","","",""
"2491","","",""
"2492","","",""
"2493","","",""
"2494","","",""
"2495","","",""
"2496","","",""
"2497","","",""
"2498","","",""
"2499","","",""
"2500","","",""
"2501","","",""
"2502","","",""
"2503","","",""
"2504","","",""
"2505","","",""
"2506","","",""
"2507","","",""
"2508","","",""
"2509","","",""
"2510","","",""
"2511","","",""
"2512","","",""
"2513","","",""
"2514","","",""
"2515","","",""
"2516","","",""
"2517","","",""
"2518","","",""
"2519","","",""
"2520","","",""
"2521","","",""
"2522","","",""
"2523","","",""
"2524","","",""
"2525","","",""
"2526","","",""
"2527","","",""
"2528","","",""
"2529","","",""
"2530","","",""
"2531","","",""
"2532","","",""
"2533","","",""
"2534","","",""
"2535","","",""
"2536","","",""
"2537","","",""
"2538","","",""
"2539","","",""
"2540","","",""
"2541","","",""
"2542","","",""
"2543","","",""
"2544","","",""
"2545","","",""
"2546","","",""
"2547","","",""
"2548","","",""
"2549","","",""
"2550","","",""
"2551","","",""
"2552","","",""
"2553","","",""
"2554","","",""
"2555","","",""
"2556","","",""
"2557","","",""
"2558","","",""
"2559","","",""
"2560","","",""
"2561","","",""
"2562","","",""
"2563","","",""
"2564","","",""
"2565","","",""
"2566","","",""
"2567","","",""
"2568","","",""
"2569","","",""
"2570","","",""
"2571","","",""
"2572","","",""
"2573","","",""
"2574","","",""
"2575","","",""
"2576","","",""
"2577","","",""
"2578","","",""
"2579","","",""
"2580","","",""
"2581","","",""
"2582","","",""
"2583","","",""
"2584","","",""
"2585","","",""
"2586","","",""
"2587","","",""
"2588","","",""
"2589","","",""
"2590","","",""
"2591","","",""
"2592","","",""
"2593","","",""
"2594","","",""
"2595","","",""
"2596","","",""
"2597","","",""
"2598","","",""
"2599","","",""
"2600","","",""
"2601","","",""
"2602","","",""
"2603","","",""
"2604","","",""
"2605","","",""
"2606","","",""
"2607","","",""
"2608","","",""
"2609","","",""
"2610","","",""
"2611","","",""
"2612","","",""
"2613","","",""
"2614","","",""
"2615","","",""
"2616","","",""
"2617","","",""
"2618","","",""
"2619","","",""
"2620","","",""
"2621","","",""
"2622","","",""
"2623","","",""
"2624","","",""
"2625","","",""
"2626","","",""
"2627","","",""
"2628","","",""
"2629","","",""
"2630","","",""
"2631","","",""
"2632","","",""
"2633","","",""
"2634","","",""
"2635","","",""
"2636","","",""
"2637","","",""
"2638","","",""
"2639","","",""
"2640","","",""
"2641","","",""
"2642","","",""
"2643","","",""
"2644","","",""
"2645","","",""
"2646","","",""
"2647","","",""
"2648","","",""
"2649","","",""
"2650","","",""
"2651","","",""
"2652","","",""
"2653","","",""
"2654","","",""
"2655","","",""
"2656","","",""
"2657","","",""
"2658","","",""
"2659","","",""
"2660","","",""
"2661","","",""
"2662","","",""
"2663","","",""
"2664","","",""
"2665","","",""
"2666","","",""
"2667","","",""
"2668","","",""
"2669","","",""
"2670","","",""
"2671","","",""
"2672","","",""
"2673","","",""
"2674","","",""
"2675","","",""
"2676","","",""
"2677","","",""
"2678","","",""
"2679","","",""
"2680","","",""
"2681","","",""
"2682","","",""
"2683","","",""
"2684","","",""
"2685","","",""
"2686","","",""
"2687","","",""
"2688","","",""
"2689","","",""
"2690","","",""
"2691","","",""
"2692","","",""
"2693","","",""
"2694","","",""
"2695","","",""
"2696","","",""
"2697","","",""
"2698","","",""
"2699","","",""
"2700","","",""
"2701","","",""
"2702","","",""
"2703","","",""
"2704","","",""
"2705","","",""
"2706","","",""
"2707","","",""
"2708","","",""
"2709","","",""
"2710","","",""
"2711","","",""
"2712","","",""
"2713","","",""
"2714","","",""
"2715","","",""
"2716","","",""
"2717","","",""
"2718","","",""
"2719","","",""
"2720","","",""
"2721","","",""
"2722","","",""
"2723","","",""
"2724","","",""
"2725","","",""
"2726","","",""
"2727","","",""
"2728","","",""
"2729","","",""
"2730","","",""
"2731","","",""
"2732","","",""
"2733","","",""
"2734","","",""
"2735","","",""
"2736","","",""
"2737","","",""
"2738","","",""
"2739","","",""
"2740","","",""
"2741","","",""
"2742","","",""
"2743","","",""
"2744","","",""
"2745","","",""
"2746","","",""
"2747","","",""
"2748","","",""
"2749","","",""
"2750","","",""
"2751","","",""
"2752","","",""
"2753","","",""
"2754","","",""
"2755","","",""
"2756","","",""
"2757","","",""
"2758","","",""
"2759","","",""
"2760","","",""
"2761","","",""
"2762","","",""
"2763","","",""
"2764","","",""
"2765","","",""
"2766","","",""
"2767","","",""
"2768","","",""
"2769","","",""
"2770","","",""
"2771","","",""
"2772","","",""
"2773","","",""
"2774","","",""
"2775","","",""
"2776","","",""
"2777","","",""
"2778","","",""
"2779","","",""
"2780","","",""
"2781","","",""
"2782","","",""
"2783","","",""
"2784","","",""
"2785","","",""
"2786","","",""
"2787","","",""
"2788","","",""
"2789","","",""
"2790","","",""
"2791","","",""
"2792","","",""
"2793","","",""
"2794","","",""
"2795","","",""
"2796","","",""
"2797","","",""
"2798","","",""
"2799","","",""
"2800","","",""
"2801","","",""
"2802","","",""
"2803","","",""
"2804","","",""
"2805","","",""
"2806","","",""
"2807","","",""
"2808","","",""
"2809","","",""
"2810","","",""
"2811","","",""
"2812","","",""
"2813","","",""
"2814","","",""
"2815","","",""
"2816","","",""
"2817","","",""
"2818","","",""
"2819","","",""
"2820","","",""
"2821","","",""
"2822","","",""
"2823","","",""
"2824","","",""
"2825","","",""
"2826","","",""
"2827","","",""
"2828","","",""
"2829","","",""
"2830","","",""
"2831","","",""
"2832","","",""
"2833","","",""
"2834","","",""
"2835","","",""
"2836","","",""
"2837","","",""
"2838","","",""
"2839","","",""
"2840","","",""
"2841","","",""
"2842","","",""
"2843","","",""
"2844","","",""
"2845","","",""
"2846","","",""
"2847","","",""
"2848","","",""
"2849","","",""
"2850","","",""
"2851","","",""
"2852","","",""
"2853","","",""
"2854","","",""
"2855","","",""
"2856","","",""
"2857","","",""
"2858","","",""
"2859","","",""
"2860","","",""
"2861","","",""
"2862","","",""
"2863","","",""
"2864","","",""
"2865","","",""
"2866","","",""
"2867","","",""
"2868","","",""
"2869","","",""
"2870","","",""
"2871","","",""
"2872","","",""
"2873","","",""
"2874","","",""
"2875","","",""
"2876","","",""
"2877","","",""
"2878","","",""
"2879","","",""
"2880","","",""
"2881","","",""
"2882","","",""
"2883","","",""
"2884","","",""
"2885","","",""
"2886","","",""
"2887","","",""
"2888","","",""
"2889","","",""
"2890","","",""
"2891","","",""
"2892","","",""
"2893","","",""
"2894","","",""
"2895","","",""
"2896","","",""
"2897","","",""
"2898","","",""
"2899","","",""
"2900","","",""
"2901","","",""
"2902","","",""
"2903","","",""
"2904","","",""
"2905","","",""
"2906","","",""
"2907","","",""
"2908","","",""
"2909","","",""
"2910","","",""
"2911","","",""
"2912","","",""
"2913","","",""
"2914","","",""
"2915","","",""
"2916","","",""
"2917","","",""
"2918","","",""
"2919","","",""
"2920","","",""
"2921","","",""
"2922","","",""
"2923","","",""
"2924","","",""
"2925","","",""
"2926","","",""
"2927","","",""
"2928","","",""
"2929","","",""
"2930","","",""
"2931","","",""
"2932","","",""
"2933","","",""
"2934","","",""
"2935","","",""
"2936","","",""
"2937","","",""
"2938","","",""
"2939","","",""
"2940","","",""
"2941","","",""
"2942","","",""
"2943","","",""
"2944","","",""
"2945","","",""
"2946","","",""
"2947","","",""
"2948","","",""
"2949","","",""
"2950","","",""
"2951","","",""
"2952","","",""
"2953","","",""
"2954","","",""
"2955","","",""
"2956","","",""
"2957","","",""
"2958","","",""
"2959","","",""
"2960","","",""
"2961","","",""
"2962","","",""
"2963","","",""
"2964","","",""
"2965","","",""
"2966","","",""
"2967","","",""
"2968","","",""
"2969","","",""
"2970","","",""
"2971","","",""
"2972","","",""
"2973","","",""
"2974","","",""
"2975","","",""
"2976","","",""
"2977","","",""
"2978","","",""
"2979","","",""
"2980","","",""
"2981","","",""
"2982","","",""
"2983","","",""
"2984","","",""
"2985","","",""
"2986","","",""
"2987","","",""
"2988","","",""
"2989","","",""
"2990","","",""
"2991","","",""
"2992","","",""
"2993","","",""
"2994","","",""
"2995","","",""
"2996","","",""
"2997","","",""
"2998","","",""
"2999","","",""
"3000","","",""
"3001","","",""
"3002","","",""
"3003","","",""
"3004","","",""
"3005","","",""
"3006","","",""
"3007","","",""
"3008","","",""
"3009","","",""
"3010","","",""
"3011","","",""
"3012","","",""
"3013","","",""
"3014","","",""
"3015","","",""
"3016","","",""
"3017","","",""
"3018","","",""
"3019","","",""
"3020","","",""
"3021","","",""
"3022","","",""
"3023","","",""
"3024","","",""
"3025","","",""
"3026","","",""
"3027","","",""
"3028","","",""
"3029","","",""
"3030","","",""
"3031","","",""
"3032","","",""
"3033","","",""
"3034","","",""
"3035","","",""
"3036","","",""
"3037","","",""
"3038","","",""
"3039","","",""
"3040","","",""
"3041","","",""
"3042","","",""
"3043","","",""
"3044","","",""
"3045","","",""
"3046","","",""
"3047","","",""
"3048","","",""
"3049","","",""
"3050","","",""
"3051","","",""
"3052","","",""
"3053","","",""
"3054","","",""
"3055","","",""
"3056","","",""
"3057","","",""
"3058","","",""
"3059","","",""
"3060","","",""
"3061","","",""
"3062","","",""
"3063","","",""
"3064","","",""
"3065","","",""
"3066","","",""
"3067","","",""
"3068","","",""
"3069","","",""
"3070","","",""
"3071","","",""
"3072","","",""
"3073","","",""
"3074","","",""
"3075","","",""
"3076","","",""
"3077","","",""
"3078","","",""
"3079","","",""
"3080","","",""
"3081","","",""
"3082","","",""
"3083","","",""
"3084","","",""
"3085","","",""
"3086","","",""
"3087","","",""
"3088","","",""
"3089","","",""
"3090","","",""
"3091","","",""
"3092","","",""
"3093","","",""
"3094","","",""
"3095","","",""
"3096","","",""
"3097","","",""
"3098","","",""
"3099","","",""
"3100","","",""
"3101","","",""
"3102","","",""
"3103","","",""
"3104","","",""
"3105","","",""
"3106","","",""
"3107","","",""
"3108","","",""
"3109","","",""
"3110","","",""
"3111","","",""
"3112","","",""
"3113","","",""
"3114","","",""
"3115","","",""
"3116","","",""
"3117","","",""
"3118","","",""
"3119","","",""
"3120","","",""
"3121","","",""
"3122","","",""
"3123","","",""
"3124","","",""
"3125","","",""
"3126","","",""
"3127","","",""
"3128","","",""
"3129","","",""
"3130","","",""
"3131","","",""
"3132","","",""
"3133","","",""
"3134","","",""
"3135","","",""
"3136","","",""
"3137","","",""
"3138","","",""
"3139","","",""
"3140","","",""
"3141","","",""
"3142","","",""
"3143","","",""
"3144","","",""
"3145","","",""
"3146","","",""
"3147","","",""
"3148","","",""
"3149","","",""
"3150","","",""
"3151","","",""
"3152","","",""
"3153","","",""
"3154","","",""
"3155","","",""
"3156","","",""
"3157","","",""
"3158","","",""
"3159","","",""
"3160","","",""
"3161","","",""
"3162","","",""
"3163","","",""
"3164","","",""
"3165","","",""
"3166","","",""
"3167","","",""
"3168","","",""
"3169","","",""
"3170","","",""
"3171","","",""
"3172","","",""
"3173","","",""
"3174","","",""
"3175","","",""
"3176","","",""
"3177","","",""
"3178","","",""
"3179","","",""
"3180","","",""
"3181","","",""
"3182","","",""
"3183","","",""
"3184","","",""
"3185","","",""
"3186","","",""
"3187","","",""
"3188","","",""
"3189","","",""
"3190","","",""
"3191","","",""
"3192","","",""
"3193","","",""
"3194","","",""
"3195","","",""
"3196","","",""
"3197","","",""
"3198","","",""
"3199","","",""
"3200","","",""
"3201","","",""
"3202","","",""
"3203","","",""
"3204","","",""
"3205","","",""
"3206","","",""
"3207","","",""
"3208","","",""
"3209","","",""
"3210","","",""
"3211","","",""
"3212","","",""
"3213","","",""
"3214","","",""
"3215","","",""
"3216","","",""
"3217","","",""
"3218","","",""
"3219","","",""
"3220","","",""
"3221","","",""
"3222","","",""
"3223","","",""
"3224","","",""
"3225","","",""
"3226","","",""
"3227","","",""
"3228","","",""
"3229","","",""
"3230","","",""
"3231","","",""
"3232","","",""
"3233","","",""
"3234","","",""
"3235","","",""
"3236","","",""
"3237","","",""
"3238","","",""
"3239","","",""
"3240","","",""
"3241","","",""
"3242","","",""
"3243","","",""
"3244","","",""
"3245","","",""
"3246","","",""
"3247","","",""
"3248","","",""
"3249","","",""
"3250","","",""
"3251","","",""
"3252","","",""
"3253","","",""
"3254","","",""
"3255","","",""
